mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_loss,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.09286327362060547,0.010259275703156559,0.001396322250366211,0.002792644500732421,0.05,linear,10,"{'learning_rate': 0.05, 'loss': 'linear', 'n_estimators': 10}",-12.514903907653359,-8.701239574513377,-6.382713160631844,-5.669410938916871,-9.962114605962565,-8.646076437535603,2.4773443943012525,143
0.20073351860046387,0.010893173104332621,0.009058475494384766,0.005942445746722092,0.05,linear,20,"{'learning_rate': 0.05, 'loss': 'linear', 'n_estimators': 20}",-12.68379803010701,-8.69151203372076,-6.369355762552963,-6.204297259972526,-11.363372261799059,-9.062467069630463,2.606445604284499,161
0.48585166931152346,0.04809657457232635,0.01562361717224121,3.416630576643535e-06,0.05,linear,50,"{'learning_rate': 0.05, 'loss': 'linear', 'n_estimators': 50}",-12.057598743388771,-8.645895095110067,-6.383594961580222,-5.767494878067192,-9.980859111137315,-8.567088557856712,2.314907689729252,135
1.0503015995025635,0.12477164815857075,0.03238754272460938,0.008881105762701555,0.05,linear,100,"{'learning_rate': 0.05, 'loss': 'linear', 'n_estimators': 100}",-12.0428346192287,-8.493089102660441,-6.36748148053579,-5.933342550499297,-9.951836331710501,-8.557716816926945,2.2706062264486278,131
3.024462938308716,0.11887179681958497,0.08237948417663574,0.007019317715841941,0.05,linear,250,"{'learning_rate': 0.05, 'loss': 'linear', 'n_estimators': 250}",-11.288347608902782,-8.07842051105541,-6.075798683658466,-6.069417532482058,-9.923253432914525,-8.287047553802648,2.075379551779678,97
0.09804320335388184,0.00589735493077963,0.007399368286132813,0.005450246666568293,0.05,square,10,"{'learning_rate': 0.05, 'loss': 'square', 'n_estimators': 10}",-12.516668577857345,-8.6555549049161,-6.377471765253585,-6.393981632926423,-9.897673103231515,-8.768269996836995,2.3104938610617083,151
0.3278939723968506,0.026536056419928327,0.00824270248413086,0.005590810971204766,0.05,square,20,"{'learning_rate': 0.05, 'loss': 'square', 'n_estimators': 20}",-12.735839276624791,-8.672533753039154,-6.420034856050873,-5.691994357824855,-11.432971315422709,-8.990674711792476,2.7415968096346712,158
0.7517354488372803,0.010589617792426186,0.021277904510498047,0.004400914731144277,0.05,square,50,"{'learning_rate': 0.05, 'loss': 'square', 'n_estimators': 50}",-12.082334297115553,-8.572169305266254,-6.35114365071427,-5.821739335053,-10.004130269154187,-8.566303371460654,2.318163859843887,134
1.49763822555542,0.07158720266416475,0.04125757217407226,0.007894950779784853,0.05,square,100,"{'learning_rate': 0.05, 'loss': 'square', 'n_estimators': 100}",-11.257210359130669,-8.307439351931281,-6.240010426825672,-6.193101422872395,-9.812922965702713,-8.362136905292546,1.9848102192980661,106
3.7016056537628175,0.12701920480575804,0.08525338172912597,0.010847788307372493,0.05,square,250,"{'learning_rate': 0.05, 'loss': 'square', 'n_estimators': 250}",-10.322758288296292,-7.877452187822032,-5.881036522474081,-6.800299329232382,-9.848281522432048,-8.145965570051366,1.71167326313227,83
0.1495800495147705,0.0034543398420559526,0.007317161560058594,0.0031790506955169406,0.05,exponential,10,"{'learning_rate': 0.05, 'loss': 'exponential', 'n_estimators': 10}",-12.643946624629779,-8.675576546430326,-6.348249809941134,-7.296761703797326,-10.019834492533224,-8.996873835466356,2.2070981342995375,159
0.3137312889099121,0.013637498659282798,0.00822763442993164,0.006191140220173355,0.05,exponential,20,"{'learning_rate': 0.05, 'loss': 'exponential', 'n_estimators': 20}",-12.33612416843293,-8.681440256205398,-6.372797098402861,-7.14693695493911,-11.457366500909671,-9.198932995777994,2.3412825950084093,163
0.9899284839630127,0.06573539104623097,0.026758670806884766,0.014827181255752926,0.05,exponential,50,"{'learning_rate': 0.05, 'loss': 'exponential', 'n_estimators': 50}",-12.508923394310424,-8.623176275699429,-6.381086565550748,-5.772462061275391,-10.316449816491875,-8.720419622665572,2.4928883814470875,147
1.68129563331604,0.16914765857221903,0.048032093048095706,0.012790487294484284,0.05,exponential,100,"{'learning_rate': 0.05, 'loss': 'exponential', 'n_estimators': 100}",-12.072850724019553,-8.612754016006164,-6.337453267567934,-5.7483911203507905,-9.990226852736866,-8.552335196136262,2.3337959109405633,130
3.8616300582885743,0.18316012311264754,0.085685396194458,0.008964724131195713,0.05,exponential,250,"{'learning_rate': 0.05, 'loss': 'exponential', 'n_estimators': 250}",-11.747939978927832,-8.282073660695223,-6.111128970423814,-5.949996793925687,-10.033227427246237,-8.424873366243759,2.241802552910517,114
0.21366357803344727,0.07200870311745257,0.015378379821777343,0.015107501077143114,0.1,linear,10,"{'learning_rate': 0.1, 'loss': 'linear', 'n_estimators': 10}",-12.966078461163974,-8.684778927042721,-6.386897145623639,-6.4364939387284545,-9.988849176284768,-8.892619529768712,2.455572536300835,155
0.3839873313903809,0.056648871804896195,0.015724611282348634,0.008832243063097378,0.1,linear,20,"{'learning_rate': 0.1, 'loss': 'linear', 'n_estimators': 20}",-12.394142291943009,-8.62900416190267,-6.0931217997309375,-6.247666971391581,-11.46156769629552,-8.965100584252742,2.597550517651509,156
0.7523614406585694,0.034203731313971024,0.01772465705871582,0.0034051521953650386,0.1,linear,50,"{'learning_rate': 0.1, 'loss': 'linear', 'n_estimators': 50}",-11.917797453744383,-8.548834339932592,-6.352225647657727,-5.9554254678445036,-10.017527451036022,-8.558362072043046,2.2386325001318985,132
1.4421296119689941,0.046045531931095195,0.036952543258666995,0.004416853089853157,0.1,linear,100,"{'learning_rate': 0.1, 'loss': 'linear', 'n_estimators': 100}",-11.551998491450675,-8.370288981265077,-6.190791227406956,-5.938401861421811,-9.920845435914787,-8.39446519949186,2.1535488711127395,109
3.4064703941345216,0.1744730193836485,0.08582797050476074,0.005644722709804078,0.1,linear,250,"{'learning_rate': 0.1, 'loss': 'linear', 'n_estimators': 250}",-10.737431928700124,-7.692339257746631,-5.921255708616497,-6.184905374871377,-9.981720671930693,-8.103530588373065,1.9533335061701145,78
0.18347406387329102,0.02425014113237009,0.00756688117980957,0.005153675068280721,0.1,square,10,"{'learning_rate': 0.1, 'loss': 'square', 'n_estimators': 10}",-12.559057740647004,-8.650686585756533,-6.398829676286831,-6.3339950469396324,-9.905003707339713,-8.769514551393943,2.3330664510699743,152
0.31224427223205564,0.021324397064321817,0.011199188232421876,0.005068932719783835,0.1,square,20,"{'learning_rate': 0.1, 'loss': 'square', 'n_estimators': 20}",-12.151011537050424,-8.66102993584593,-6.376656156360308,-6.232660404043499,-9.986274448346705,-8.681526496329372,2.2382799734210566,145
0.756947374343872,0.02587133506687076,0.023978567123413085,0.0042026459424089006,0.1,square,50,"{'learning_rate': 0.1, 'loss': 'square', 'n_estimators': 50}",-11.258143013550777,-8.11304544153249,-6.260992504864855,-6.312452564100262,-9.987457008743426,-8.386418106558363,1.9851261512242304,108
1.4237030029296875,0.016743637575743035,0.041009521484375,0.006726783440122209,0.1,square,100,"{'learning_rate': 0.1, 'loss': 'square', 'n_estimators': 100}",-10.977767157278102,-7.994624204515491,-5.950437019631264,-6.65701423692034,-10.00000639787257,-8.315969803243553,1.9168873895561103,103
2.995334339141846,0.06831013635769316,0.08008875846862792,0.007735234959128535,0.1,square,250,"{'learning_rate': 0.1, 'loss': 'square', 'n_estimators': 250}",-10.190520676497352,-7.161432941900791,-5.713345034619812,-6.7390827635485175,-9.115116790553882,-7.783899641424071,1.6328054008155324,25
0.15493931770324706,0.019012022036072832,0.006461954116821289,0.00608352490091423,0.1,exponential,10,"{'learning_rate': 0.1, 'loss': 'exponential', 'n_estimators': 10}",-12.814343702092962,-8.708145813269429,-6.381113590792916,-7.231629609265603,-11.455728538102969,-9.318192250704776,2.455380529285618,164
0.2946485042572021,0.01820509212517131,0.015501928329467774,0.0002465434131945395,0.1,exponential,20,"{'learning_rate': 0.1, 'loss': 'exponential', 'n_estimators': 20}",-12.580391736828158,-8.675801228508961,-6.401737779636281,-6.347658141745171,-11.45452308940753,-9.09202239522522,2.557050516580519,162
0.7285909175872802,0.02391160874631803,0.023563718795776366,0.0059024957577816185,0.1,exponential,50,"{'learning_rate': 0.1, 'loss': 'exponential', 'n_estimators': 50}",-11.92383827790573,-8.601708116974372,-6.371087504336754,-5.7625742129011766,-9.98255292558394,-8.528352207540394,2.2782767780570956,124
1.4438764095306396,0.0373577624837511,0.03501577377319336,0.007799450937444468,0.1,exponential,100,"{'learning_rate': 0.1, 'loss': 'exponential', 'n_estimators': 100}",-11.730457839958088,-8.475252058743015,-6.219918672674608,-5.904415294974662,-10.026192778148035,-8.471247328899683,2.222495532149243,118
3.3751546859741213,0.0895403438094332,0.08198966979980468,0.018598267010838634,0.1,exponential,250,"{'learning_rate': 0.1, 'loss': 'exponential', 'n_estimators': 250}",-10.554257395211618,-7.567933417163763,-6.061698336352778,-6.382092807231953,-9.964171099869297,-8.106030611165881,1.837786987316316,79
0.16202020645141602,0.006136177576157319,0.0031246185302734376,0.006249237060546876,0.2,linear,10,"{'learning_rate': 0.2, 'loss': 'linear', 'n_estimators': 10}",-12.5728541309837,-8.685445881495864,-6.37251671645353,-5.708829907636229,-11.496026854881208,-8.967134698290106,2.7138330581281838,157
0.299834680557251,0.008607023262703923,0.015625619888305665,4.345763164544849e-06,0.2,linear,20,"{'learning_rate': 0.2, 'loss': 'linear', 'n_estimators': 20}",-11.917096481168375,-8.59399275449233,-6.388415949709323,-6.151709174297609,-10.060797935951522,-8.622402459123832,2.191794624954768,141
0.6921710014343262,0.033426736139414645,0.014221954345703124,0.0030395159510822507,0.2,linear,50,"{'learning_rate': 0.2, 'loss': 'linear', 'n_estimators': 50}",-11.444064451370833,-8.381986493539356,-6.233420298009914,-6.000413360605143,-9.978076372895313,-8.407592195284114,2.1075470740695987,112
1.3824965476989746,0.09492292564411776,0.03925390243530273,0.007233576322462004,0.2,linear,100,"{'learning_rate': 0.2, 'loss': 'linear', 'n_estimators': 100}",-10.741601897147127,-7.849118637016383,-5.9678956259434255,-6.059960460851621,-10.268481760147433,-8.177411676221197,2.0209395206427607,85
2.7400934219360353,0.469164056244124,0.07602643966674805,0.01826382368876036,0.2,linear,250,"{'learning_rate': 0.2, 'loss': 'linear', 'n_estimators': 250}",-10.356202410007242,-7.368865270200405,-5.82175531313356,-6.535230371850647,-10.070989694397015,-8.030608611917774,1.8506558136063438,73
0.15374913215637206,0.005864234716709289,0.0031270503997802733,0.006254100799560546,0.2,square,10,"{'learning_rate': 0.2, 'loss': 'square', 'n_estimators': 10}",-12.391504091405476,-8.685824613251683,-6.380522470569584,-5.8240571465217466,-9.88179402207239,-8.632740468764176,2.393843962849451,142
0.3012876033782959,0.006060838372770853,0.008651399612426757,0.007186123866071968,0.2,square,20,"{'learning_rate': 0.2, 'loss': 'square', 'n_estimators': 20}",-11.529158461577854,-8.293883640692536,-6.30662736379161,-6.029959301192334,-9.824685126052007,-8.396862778661268,2.089587220721496,111
0.7010547161102295,0.018267820682407673,0.02206449508666992,0.007697747811894783,0.2,square,50,"{'learning_rate': 0.2, 'loss': 'square', 'n_estimators': 50}",-10.445400784539014,-8.018683074874781,-6.088281834334833,-6.6867801294477704,-10.076457901379246,-8.263120744915131,1.7507176592377798,95
1.2630874156951903,0.02981719150998073,0.03761997222900391,0.007555804431842399,0.2,square,100,"{'learning_rate': 0.2, 'loss': 'square', 'n_estimators': 100}",-10.329196734804038,-7.402557925721158,-5.978573199540515,-6.822805821841086,-9.400434781136,-7.986713692608559,1.6256925816797247,65
2.707997274398804,0.054477396006084464,0.08762297630310059,0.01607621202487751,0.2,square,250,"{'learning_rate': 0.2, 'loss': 'square', 'n_estimators': 250}",-10.142737396647108,-7.216791463668666,-5.6092399497100995,-6.782880615603567,-8.62560905469429,-7.675451696064746,1.5663065509463499,13
0.1740746021270752,0.018991824019812704,0.009649848937988282,0.007894586906739009,0.2,exponential,10,"{'learning_rate': 0.2, 'loss': 'exponential', 'n_estimators': 10}",-12.366414824165512,-8.655261973068596,-6.38959959181674,-6.34114366734424,-11.485397368157408,-9.0475634849105,2.510027450705687,160
0.3051103115081787,0.007069206357121264,0.006249189376831055,0.007653662639999982,0.2,exponential,20,"{'learning_rate': 0.2, 'loss': 'exponential', 'n_estimators': 20}",-11.833246484224693,-8.662155121252596,-6.3496908648655666,-5.8610959331271335,-10.112872918204426,-8.563812264334882,2.249687510905682,133
0.7211924076080323,0.02607306853069888,0.01862759590148926,0.006007576007693443,0.2,exponential,50,"{'learning_rate': 0.2, 'loss': 'exponential', 'n_estimators': 50}",-11.803453163742246,-8.568452636019224,-6.277626760357891,-5.8664149843316515,-10.126106817105596,-8.528410872311321,2.255322101685553,125
1.4766430854797363,0.07095605219217958,0.03753275871276855,0.012480932068062762,0.2,exponential,100,"{'learning_rate': 0.2, 'loss': 'exponential', 'n_estimators': 100}",-11.198632991828957,-7.672398167458421,-5.9559059130412235,-6.106996321679338,-10.18124606364571,-8.22303589153073,2.1264744948008203,92
3.140409326553345,0.06658305469398189,0.09067554473876953,0.0062804021310778535,0.2,exponential,250,"{'learning_rate': 0.2, 'loss': 'exponential', 'n_estimators': 250}",-10.235346219870713,-7.393874246255609,-5.82167287698178,-6.535888569927542,-9.659093825696678,-7.929175147746465,1.7309190628431652,56
0.16175613403320313,0.008843301162174765,0.0,0.0,0.3,linear,10,"{'learning_rate': 0.3, 'loss': 'linear', 'n_estimators': 10}",-11.992342482494523,-8.648983319593922,-6.349795043285908,-6.020820063795037,-9.895275332481642,-8.581443248330206,2.231680747618315,136
0.304080867767334,0.00809097618637351,0.006249809265136718,0.007654422178831714,0.3,linear,20,"{'learning_rate': 0.3, 'loss': 'linear', 'n_estimators': 20}",-11.964594828357209,-8.46567590564231,-6.3791399205938415,-5.878914493558017,-10.022847542024444,-8.542234538035164,2.266401466283791,129
0.6947176456451416,0.015303613628903904,0.018049860000610353,0.0044342552149172175,0.3,linear,50,"{'learning_rate': 0.3, 'loss': 'linear', 'n_estimators': 50}",-11.371405373857867,-7.937352205079268,-6.011333993494689,-6.384914315831903,-9.766394369990913,-8.294280051650926,2.030799769551783,99
1.3159754753112793,0.017997045882647188,0.037495660781860354,0.007653526391865937,0.3,linear,100,"{'learning_rate': 0.3, 'loss': 'linear', 'n_estimators': 100}",-10.385177926063095,-7.2756539665576305,-5.92268823664282,-6.517109199919096,-9.542933103540141,-7.9287124865445575,1.736846177208319,55
2.1604410648345946,0.5183099169027727,0.05954036712646484,0.015307107371250569,0.3,linear,250,"{'learning_rate': 0.3, 'loss': 'linear', 'n_estimators': 250}",-10.117081670952432,-7.293506761190071,-5.748486105286232,-6.599645674723559,-9.391078113929202,-7.829959665216299,1.661445412534673,34
0.1501861572265625,0.012348101822178131,0.00937514305114746,0.007654772545490595,0.3,square,10,"{'learning_rate': 0.3, 'loss': 'square', 'n_estimators': 10}",-11.77513273546246,-8.643034479751893,-6.338330506000275,-6.288138835157821,-9.9579604972788,-8.60051941073025,2.115997455720559,138
0.29224162101745604,0.0065126492198898005,0.011277723312377929,0.006116054625258211,0.3,square,20,"{'learning_rate': 0.3, 'loss': 'square', 'n_estimators': 20}",-10.819569553958202,-8.420005630315062,-6.128164367844433,-6.7435005876383025,-9.867760608705344,-8.395800149692269,1.7840503078739776,110
0.6719607353210449,0.017169264746069498,0.01562361717224121,2.78041453115716e-07,0.3,square,50,"{'learning_rate': 0.3, 'loss': 'square', 'n_estimators': 50}",-10.715433895598217,-8.318597441018479,-5.996484331960096,-6.563480010184351,-9.983784344149917,-8.315556004582211,1.8433812762401294,102
1.2172533512115478,0.025071124990152623,0.03449234962463379,0.006342611412231333,0.3,square,100,"{'learning_rate': 0.3, 'loss': 'square', 'n_estimators': 100}",-10.1604125696016,-7.021613154945902,-5.708816066538666,-6.718509756437072,-9.037593855509169,-7.729389080606481,1.6264571320069385,19
2.5684484958648683,0.03889978233577654,0.08124094009399414,0.01169153238951822,0.3,square,250,"{'learning_rate': 0.3, 'loss': 'square', 'n_estimators': 250}",-9.79422826347569,-7.333449652306177,-5.624630202590071,-6.7695986426354855,-8.538539717370437,-7.612089295675571,1.4392682207743999,6
0.1559739112854004,0.001198819475377237,0.006866836547851562,0.007238237954582351,0.3,exponential,10,"{'learning_rate': 0.3, 'loss': 'exponential', 'n_estimators': 10}",-12.51408160202571,-8.534405284194635,-6.401603150981056,-6.353674413410597,-10.022527390222368,-8.765258368166874,2.327672542927263,150
0.3001542091369629,0.01164280018537687,0.015623331069946289,6.572746635480032e-07,0.3,exponential,20,"{'learning_rate': 0.3, 'loss': 'exponential', 'n_estimators': 20}",-11.782763539964595,-8.621753061213328,-6.017118451386485,-6.077275777846137,-10.014826556256251,-8.50274747733336,2.241442190228107,119
0.7070245265960693,0.018568660556814304,0.015655136108398436,5.941257046679127e-05,0.3,exponential,50,"{'learning_rate': 0.3, 'loss': 'exponential', 'n_estimators': 50}",-11.607717729459843,-8.116754196237027,-5.939983948069707,-6.079900050727074,-10.511114110252295,-8.451094006949187,2.2911994136865084,116
1.3430960655212403,0.0820854658464762,0.03840923309326172,0.0069629512338901045,0.3,exponential,100,"{'learning_rate': 0.3, 'loss': 'exponential', 'n_estimators': 100}",-10.43646438928139,-7.475842506505527,-5.893361206644709,-6.44176121118494,-9.424952959873185,-7.9344764546979505,1.737018087975287,57
2.800021600723267,0.07731197046129658,0.0876574993133545,0.007718990824229638,0.3,exponential,250,"{'learning_rate': 0.3, 'loss': 'exponential', 'n_estimators': 250}",-10.266468063749311,-7.199093881896829,-5.739179275880629,-6.680737353110073,-8.988191572993909,-7.774734029526149,1.6341903909744326,23
0.1472620487213135,0.012008222892829304,0.006249427795410156,0.007653954641560634,0.4,linear,10,"{'learning_rate': 0.4, 'loss': 'linear', 'n_estimators': 10}",-12.142951264673385,-8.424453553437294,-6.34650467498701,-5.765348773288387,-9.98281887059037,-8.53241542739529,2.34887882328121,126
0.2873106002807617,0.016187724161628815,0.009373044967651368,0.007653059586892191,0.4,linear,20,"{'learning_rate': 0.4, 'loss': 'linear', 'n_estimators': 20}",-12.06258057260599,-8.500580000824078,-6.153998322728701,-5.984481314311712,-9.960535213117339,-8.532435084717564,2.30874172378245,127
0.666408920288086,0.012463141836335631,0.024997854232788087,0.007653584791138132,0.4,linear,50,"{'learning_rate': 0.4, 'loss': 'linear', 'n_estimators': 50}",-10.658612967597572,-7.452106919865099,-5.970808894056398,-5.943466255079656,-9.729579344884232,-7.950914876296591,1.933636744095419,59
1.2505224227905274,0.017124744448550864,0.037496185302734374,0.007653487457779964,0.4,linear,100,"{'learning_rate': 0.4, 'loss': 'linear', 'n_estimators': 100}",-10.372272160514182,-7.424357630763997,-5.805598915652417,-6.521287476531532,-10.063122909061805,-8.037327818504787,1.8552916479401622,75
2.083302354812622,0.6510991857645222,0.06561965942382812,0.030298328761750117,0.4,linear,250,"{'learning_rate': 0.4, 'loss': 'linear', 'n_estimators': 250}",-10.43574003467645,-7.078795914344082,-5.860603298132025,-6.749339218980124,-9.335494759128066,-7.891994645052149,1.711597942816658,47
0.15492053031921388,0.0029821386663608086,0.0046478271484375,0.006230269447109577,0.4,square,10,"{'learning_rate': 0.4, 'loss': 'square', 'n_estimators': 10}",-12.026365069164534,-7.606679732858636,-6.2358316524178505,-6.048115804169595,-9.934402038066215,-8.370278859335366,2.2954231615019025,107
0.2877799510955811,0.015992372124206147,0.009374380111694336,0.0076541493471428195,0.4,square,20,"{'learning_rate': 0.4, 'loss': 'square', 'n_estimators': 20}",-11.195223455248973,-7.76950668023368,-6.208375754494309,-6.21124381110736,-9.689584744615447,-8.214786889139955,1.9644936146661713,91
0.6224718570709229,0.01540619707591058,0.018748378753662108,0.0062492609885895995,0.4,square,50,"{'learning_rate': 0.4, 'loss': 'square', 'n_estimators': 50}",-10.312200961257654,-7.454332566032164,-5.8195749577355445,-6.725868021372045,-9.809587404586392,-8.024312782196759,1.7489049668622465,72
1.1353254318237305,0.058075906219416946,0.0327085018157959,0.0035379825692989563,0.4,square,100,"{'learning_rate': 0.4, 'loss': 'square', 'n_estimators': 100}",-10.337610620754733,-7.153058145636314,-5.7042398412741955,-6.558529625854113,-8.53933528087546,-7.658554702878962,1.62714741529082,10
2.470536994934082,0.08767238754286806,0.08749117851257324,0.00765436346840083,0.4,square,250,"{'learning_rate': 0.4, 'loss': 'square', 'n_estimators': 250}",-10.160732692178817,-7.264137668634845,-5.592740846898256,-6.701555400237864,-8.678745809974581,-7.679582483584873,1.5898725167160992,14
0.16609477996826172,0.01605080834139222,0.009374094009399415,0.007653915732230288,0.4,exponential,10,"{'learning_rate': 0.4, 'loss': 'exponential', 'n_estimators': 10}",-12.702988414281748,-8.618889364065739,-6.321301961481734,-6.215183676647745,-9.967103139124472,-8.765093311120287,2.4268241126542365,149
0.30689496994018556,0.007560326990905531,0.015622806549072266,1.1223413749637433e-06,0.4,exponential,20,"{'learning_rate': 0.4, 'loss': 'exponential', 'n_estimators': 20}",-11.833152054979372,-8.585459903759968,-6.342814440642831,-5.862868114968844,-10.061989353777966,-8.537256773625797,2.243122401418239,128
0.682004165649414,0.025276828001175686,0.01571483612060547,0.00018205761347084835,0.4,exponential,50,"{'learning_rate': 0.4, 'loss': 'exponential', 'n_estimators': 50}",-11.01095028263286,-7.467617918508982,-6.054165081545487,-6.1527380645332626,-10.240737448423706,-8.18524175912886,2.0686823941544734,87
1.2577682971954345,0.012582087330267083,0.040621280670166016,0.00765337068523097,0.4,exponential,100,"{'learning_rate': 0.4, 'loss': 'exponential', 'n_estimators': 100}",-10.303300271647217,-7.298075647118027,-5.863383844965327,-6.287403434995426,-9.606065657720785,-7.871645771289356,1.777249469474115,40
2.9002936840057374,0.11484525536321376,0.08436589241027832,0.007654013092819356,0.4,exponential,250,"{'learning_rate': 0.4, 'loss': 'exponential', 'n_estimators': 250}",-10.170112439554261,-7.083313451424886,-6.015641317233062,-6.6540083178290566,-8.8783625823805,-7.760287621684353,1.535140770322385,21
0.15636372566223145,0.009884061358743397,0.0,0.0,0.5,linear,10,"{'learning_rate': 0.5, 'loss': 'linear', 'n_estimators': 10}",-12.202806082076167,-8.658994186272007,-6.318005690663535,-6.154342877575873,-10.024089364120046,-8.671647640141526,2.288003162702245,144
0.3158437728881836,0.052733820094696265,0.015625429153442384,3.256487098496222e-06,0.5,linear,20,"{'learning_rate': 0.5, 'loss': 'linear', 'n_estimators': 20}",-11.685361076525385,-7.955913513122377,-6.275619750992571,-6.378108253656563,-9.942460816347596,-8.4474926821289,2.09569823605254,115
0.6386241912841797,0.04225303280458335,0.021941709518432616,0.0077391801844644325,0.5,linear,50,"{'learning_rate': 0.5, 'loss': 'linear', 'n_estimators': 50}",-10.538704246890825,-7.794126765310743,-6.111926557696156,-6.321019499614666,-10.033288561041925,-8.159813126110862,1.8372675952200055,84
1.1792963027954102,0.03516874579172019,0.03480472564697266,0.006090465845297492,0.5,linear,100,"{'learning_rate': 0.5, 'loss': 'linear', 'n_estimators': 100}",-10.325952910318817,-7.285507182844945,-5.8521232038895805,-6.528359911176006,-9.45601545387945,-7.889591732421761,1.7180621224669284,45
1.5765053272247314,0.7044602108421366,0.043761825561523436,0.020728737020908654,0.5,linear,250,"{'learning_rate': 0.5, 'loss': 'linear', 'n_estimators': 250}",-10.608464569521537,-7.180639893443952,-5.960088007762208,-6.729111686535335,-9.164130324768497,-7.928486896406307,1.7077157391766893,54
0.15024328231811523,0.007484383276353403,0.009684562683105469,0.007961394406635637,0.5,square,10,"{'learning_rate': 0.5, 'loss': 'square', 'n_estimators': 10}",-11.70018996439134,-8.640154273841349,-6.349909684348955,-6.10292684100223,-9.77288941947317,-8.51321403661141,2.1094587715383257,121
